student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S000209,A000772,Friends / Family / Alumni,C01,2019,Education,Non-STEM,Under $30K,1,0,3.34,Graduated,2023,,4,2.97
S000210,A000788,Campus Visit / Open House,C01,2019,Psychology,Non-STEM,$60K-$100K,1,0,3.87,Graduated,2023,,4,3.31
S000211,A000796,Campus Visit / Open House,C01,2019,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.71,Graduated,2023,,4,2.66
S000212,A000801,Campus Visit / Open House,C01,2019,Nursing & Health Sciences,STEM,$30K-$60K,1,0,2.99,Graduated,2024,,5,2.64
S000213,A000803,Friends / Family / Alumni,C01,2019,Business,Non-STEM,Under $30K,0,0,3.31,Graduated,2024,,5,3.34
S000214,A000804,High School Counselor,C01,2019,Business,Non-STEM,$60K-$100K,0,0,2.51,Graduated,2023,,4,2.71
S000215,A000808,Campus Visit / Open House,C01,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.42,Graduated,2023,,4,2.9
S000216,A000809,Campus Visit / Open House,C01,2019,Psychology,Non-STEM,$30K-$60K,0,0,2.77,Graduated,2025,,6,2.47
S000217,A000810,College Website,C01,2019,Nursing & Health Sciences,STEM,Under $30K,1,1,2.75,Graduated,2024,,5,2.65
S000218,A000812,Campus Visit / Open House,C01,2019,Engineering,STEM,$100K-$150K,0,0,2.72,Graduated,2024,,5,2.65
S000219,A000814,College Website,C01,2019,Biology & Life Sciences,STEM,$150K+,0,1,3.51,Graduated,2023,,4,2.67
S000220,A000815,College Website,C01,2019,Psychology,Non-STEM,$100K-$150K,1,0,2.32,Dropped Out,,2020,1,2.61
S000221,A000817,College Website,C01,2019,Business,Non-STEM,$100K-$150K,0,1,2.62,Graduated,2024,,5,2.64
S000222,A000818,Friends / Family / Alumni,C01,2019,Education,Non-STEM,$60K-$100K,0,0,3.11,Dropped Out,,2022,3,2.45
S000223,A000822,College Website,C01,2019,Engineering,STEM,$30K-$60K,0,1,3.76,Graduated,2023,,4,3.39
S000224,A000831,College Website,C01,2019,Arts & Humanities,Non-STEM,Under $30K,0,0,3.13,Graduated,2023,,4,2.75
S000225,A000833,College Website,C01,2019,Engineering,STEM,Under $30K,1,0,3.62,Graduated,2023,,4,3.32
S000226,A000835,Friends / Family / Alumni,C01,2019,Business,Non-STEM,Under $30K,1,0,3.91,Dropped Out,,2020,1,2.5
S000227,A000837,Friends / Family / Alumni,C01,2019,Computer Science,STEM,$150K+,0,0,3.44,Graduated,2024,,5,3.04
S000228,A000839,College Website,C01,2019,Psychology,Non-STEM,$100K-$150K,0,1,3.38,Dropped Out,,2020,1,2.84
S000229,A000842,Campus Visit / Open House,C01,2019,Education,Non-STEM,Under $30K,1,0,3.27,Dropped Out,,2020,1,2.61
S000230,A000848,Online Search / Rankings Sites,C01,2019,Social Sciences,Non-STEM,$30K-$60K,1,0,2.93,Dropped Out,,2020,1,1.33
S000231,A000849,Campus Visit / Open House,C01,2019,Computer Science,STEM,$100K-$150K,1,0,3.05,Dropped Out,,2022,3,1.67
S000232,A000853,Friends / Family / Alumni,C01,2019,Social Sciences,Non-STEM,$30K-$60K,1,1,3.42,Dropped Out,,2020,1,2.42
S000233,A000860,Advertising / Direct Mail,C01,2019,Arts & Humanities,Non-STEM,$30K-$60K,1,1,3.27,Graduated,2023,,4,3.13
S000234,A000861,Friends / Family / Alumni,C01,2019,Education,Non-STEM,$60K-$100K,0,0,3.02,Graduated,2025,,6,2.54
S000235,A000862,Friends / Family / Alumni,C01,2019,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.5,Graduated,2025,,6,2.88
S000236,A000864,Friends / Family / Alumni,C01,2019,Psychology,Non-STEM,$150K+,0,0,3.69,Graduated,2023,,4,3.29
S000237,A000867,High School Counselor,C01,2019,Engineering,STEM,Under $30K,0,0,3.41,Graduated,2023,,4,2.8
S000238,A000869,High School Counselor,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,0,3.1,Graduated,2024,,5,2.34
S000239,A000871,Campus Visit / Open House,C01,2019,Arts & Humanities,Non-STEM,$60K-$100K,0,1,2.28,Graduated,2025,,6,2.75
S000240,A000873,College Website,C01,2019,Education,Non-STEM,$100K-$150K,0,0,2.9,Graduated,2024,,5,2.97
S000241,A000878,College Website,C01,2019,Arts & Humanities,Non-STEM,$30K-$60K,0,1,2.92,Graduated,2023,,4,3.37
S000242,A000879,Campus Visit / Open House,C01,2019,Education,Non-STEM,$100K-$150K,0,0,2.88,Dropped Out,,2020,1,2.25
S000243,A000881,College Website,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,0,3.08,Graduated,2023,,4,2.69
S000244,A000883,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,Under $30K,1,0,3.14,Dropped Out,,2022,2,2.3
S000245,A000884,Advertising / Direct Mail,C01,2020,Social Sciences,Non-STEM,$60K-$100K,0,0,2.85,Dropped Out,,2021,1,2.06
S000246,A000885,Campus Visit / Open House,C01,2020,Engineering,STEM,$60K-$100K,0,1,2.82,Graduated,2025,,5,3.05
S000247,A000888,Advertising / Direct Mail,C01,2020,Psychology,Non-STEM,Under $30K,1,0,3.16,Dropped Out,,2024,4,2.5
S000248,A000892,College Website,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,0,2.85,Dropped Out,,2021,1,2.15
S000249,A000896,Social Media,C01,2020,Social Sciences,Non-STEM,$60K-$100K,0,0,3.27,Dropped Out,,2021,1,2.03
S000250,A000898,College Website,C01,2020,Computer Science,STEM,Under $30K,1,0,3.57,Dropped Out,,2021,1,1.72
S000251,A000900,College Website,C01,2020,Engineering,STEM,$30K-$60K,1,1,3.93,Graduated,2024,,4,3.1
S000252,A000905,Social Media,C01,2020,Physical Sciences & Math,STEM,$100K-$150K,0,1,3.89,Graduated,2025,,5,2.76
S000253,A000907,Campus Visit / Open House,C01,2020,Social Sciences,Non-STEM,$100K-$150K,0,1,3.51,Dropped Out,,2022,2,3.07
S000254,A000912,High School Counselor,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,0,2.39,Dropped Out,,2021,1,1.88
S000255,A000913,Advertising / Direct Mail,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.5,Graduated,2024,,4,3.24
S000256,A000920,Social Media,C01,2020,Engineering,STEM,$60K-$100K,1,1,3.25,Graduated,2024,,4,3.27
S000257,A000922,College Website,C01,2020,Social Sciences,Non-STEM,$30K-$60K,0,1,3.35,Dropped Out,,2023,3,2.34
S000258,A000924,High School Counselor,C01,2020,Social Sciences,Non-STEM,Under $30K,1,0,3.42,Dropped Out,,2021,1,1.78
S000259,A000925,College Fair,C01,2020,Arts & Humanities,Non-STEM,$100K-$150K,1,0,2.92,Dropped Out,,2022,2,1.63
S000260,A000930,Friends / Family / Alumni,C01,2020,Social Sciences,Non-STEM,$150K+,0,1,3.5,Dropped Out,,2022,2,2.84
S000261,A000931,Campus Visit / Open House,C01,2020,Computer Science,STEM,$100K-$150K,0,0,3.89,Graduated,2025,,5,2.9
S000262,A000932,High School Counselor,C01,2020,Business,Non-STEM,Under $30K,1,0,3.41,Dropped Out,,2021,1,2.57
S000263,A000936,Friends / Family / Alumni,C01,2020,Engineering,STEM,$150K+,0,0,3.15,Dropped Out,,2022,2,1.34
S000264,A000944,High School Counselor,C01,2020,Psychology,Non-STEM,$30K-$60K,0,0,3.24,Graduated,2024,,4,3.27
S000265,A000945,College Website,C01,2020,Business,Non-STEM,$60K-$100K,1,0,3.42,Graduated,2024,,4,3.36
S000266,A000955,Social Media,C01,2020,Social Sciences,Non-STEM,Under $30K,0,0,3.79,Graduated,2024,,4,3.38
S000267,A000957,College Website,C01,2020,Engineering,STEM,Under $30K,0,1,3.11,Dropped Out,,2024,4,2.85
S000268,A000961,High School Counselor,C01,2020,Engineering,STEM,$30K-$60K,0,0,2.98,Dropped Out,,2021,1,1.5
S000269,A000964,College Website,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,2.95,Dropped Out,,2022,2,2.45
S000270,A000968,Advertising / Direct Mail,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,1,3.37,Graduated,2025,,5,2.89
S000271,A000972,High School Counselor,C01,2020,Social Sciences,Non-STEM,Under $30K,0,1,3.25,Graduated,2024,,4,2.34
S000272,A000974,High School Counselor,C01,2020,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.48,Dropped Out,,2021,1,3.16
S000273,A000976,College Website,C01,2020,Social Sciences,Non-STEM,Under $30K,0,0,3.32,Graduated,2024,,4,2.89
S000274,A000981,Campus Visit / Open House,C01,2020,Computer Science,STEM,$100K-$150K,0,1,3.74,Graduated,2024,,4,3.04
S000275,A000982,Online Search / Rankings Sites,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,1,0,3.26,Graduated,2025,,5,2.67
S000276,A000986,High School Counselor,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.85,Graduated,2024,,4,2.5
S000277,A000988,Campus Visit / Open House,C01,2020,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.86,Graduated,2024,,4,2.98
S000278,A000997,High School Counselor,C01,2020,Physical Sciences & Math,STEM,Under $30K,0,1,2.89,Dropped Out,,2021,1,1.94
S000279,A001006,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,Under $30K,1,1,3.69,Dropped Out,,2021,1,3.03
S000280,A001012,College Website,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.06,Graduated,2025,,5,2.63
S000281,A001014,College Website,C01,2020,Arts & Humanities,Non-STEM,Under $30K,0,1,2.66,Dropped Out,,2023,3,1.72
S000282,A001015,College Website,C01,2020,Arts & Humanities,Non-STEM,$30K-$60K,0,0,2.98,Dropped Out,,2021,1,2.17
S000283,A001023,College Website,C01,2020,Engineering,STEM,$30K-$60K,1,1,3.27,Graduated,2024,,4,2.42
S000284,A001025,College Website,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.72,Graduated,2024,,4,2.37
S000285,A001026,Social Media,C01,2020,Engineering,STEM,$100K-$150K,1,1,3.6,Graduated,2024,,4,4.0
S000286,A001033,Online Search / Rankings Sites,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.1,Dropped Out,,2021,1,1.84
S000287,A001037,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,$100K-$150K,1,0,3.31,Graduated,2024,,4,2.66
S000288,A001038,Social Media,C01,2020,Business,Non-STEM,$30K-$60K,0,1,3.45,Dropped Out,,2022,2,2.89
S000289,A001040,College Website,C01,2020,Engineering,STEM,Under $30K,0,0,2.74,Dropped Out,,2021,1,1.78
S000290,A001043,College Website,C01,2020,Physical Sciences & Math,STEM,$30K-$60K,0,0,3.67,Graduated,2024,,4,3.46
S000291,A001044,College Website,C01,2020,Computer Science,STEM,$100K-$150K,0,0,3.94,Graduated,2025,,5,2.87
S000292,A001048,College Website,C01,2020,Engineering,STEM,Under $30K,0,1,3.31,Dropped Out,,2022,2,2.89
S000293,A001049,High School Counselor,C01,2020,Biology & Life Sciences,STEM,Under $30K,0,0,3.37,Dropped Out,,2021,1,2.81
S000294,A001050,Campus Visit / Open House,C01,2020,Education,Non-STEM,Under $30K,1,1,4.0,Graduated,2025,,5,3.23
S000295,A001052,Online Search / Rankings Sites,C01,2020,Education,Non-STEM,$60K-$100K,0,0,3.25,Graduated,2025,,5,3.29
S000296,A001057,Campus Visit / Open House,C01,2020,Education,Non-STEM,$150K+,0,1,3.5,Graduated,2025,,5,3.65
S000297,A001058,College Website,C01,2020,Education,Non-STEM,Under $30K,0,0,3.2,Dropped Out,,2024,4,2.57
S000298,A001059,College Website,C01,2020,Business,Non-STEM,$100K-$150K,0,0,2.82,Dropped Out,,2023,3,2.06
S000299,A001064,High School Counselor,C01,2020,Business,Non-STEM,$100K-$150K,1,0,3.31,Graduated,2024,,4,3.11
S000300,A001065,College Website,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.7,Graduated,2024,,4,3.21
S000301,A001066,College Website,C01,2020,Education,Non-STEM,$30K-$60K,0,0,2.93,Graduated,2024,,4,2.33
S000302,A001067,College Website,C01,2020,Biology & Life Sciences,STEM,Under $30K,1,0,3.16,Graduated,2024,,4,2.43
S000303,A001073,Friends / Family / Alumni,C01,2020,Engineering,STEM,$100K-$150K,0,0,3.21,Dropped Out,,2022,2,2.06
S000304,A001079,College Website,C01,2020,Biology & Life Sciences,STEM,Under $30K,0,0,3.38,Graduated,2024,,4,2.48
S000305,A001080,Campus Visit / Open House,C01,2020,Business,Non-STEM,Under $30K,0,0,3.89,Dropped Out,,2022,2,3.03
S000306,A001082,Campus Visit / Open House,C01,2020,Psychology,Non-STEM,Under $30K,0,0,3.21,Graduated,2024,,4,2.56
S000307,A001083,High School Counselor,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,0,1,2.77,Dropped Out,,2021,1,2.74
S000308,A001084,Friends / Family / Alumni,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.16,Graduated,2024,,4,3.45
S000309,A001089,High School Counselor,C01,2020,Biology & Life Sciences,STEM,Under $30K,0,0,2.58,Graduated,2025,,5,3.29
S000310,A001091,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.64,Graduated,2024,,4,2.94
S000311,A001095,Social Media,C01,2020,Psychology,Non-STEM,$30K-$60K,0,0,3.12,Graduated,2025,,5,2.84
S000312,A001098,College Website,C01,2020,Physical Sciences & Math,STEM,$150K+,0,1,3.47,Graduated,2024,,4,3.28
S000313,A001099,Friends / Family / Alumni,C01,2020,Arts & Humanities,Non-STEM,Under $30K,0,0,3.24,Graduated,2026,,6,2.96
S000314,A001101,College Website,C01,2020,Physical Sciences & Math,STEM,$60K-$100K,0,0,2.79,Graduated,2025,,5,3.06
S000315,A001102,Online Search / Rankings Sites,C01,2020,Engineering,STEM,$150K+,0,1,3.77,Graduated,2024,,4,3.7
S000316,A001107,Online Search / Rankings Sites,C01,2020,Psychology,Non-STEM,$150K+,0,0,3.27,Graduated,2024,,4,3.34
S000317,A001110,Online Search / Rankings Sites,C01,2020,Engineering,STEM,$100K-$150K,0,0,2.96,Graduated,2024,,4,3.43
S000318,A001112,Online Search / Rankings Sites,C01,2020,Nursing & Health Sciences,STEM,Under $30K,0,0,4.0,Graduated,2025,,5,2.7
S000319,A001121,Advertising / Direct Mail,C01,2020,Social Sciences,Non-STEM,$30K-$60K,0,1,3.01,Dropped Out,,2021,1,1.48
S000320,A001127,Campus Visit / Open House,C01,2020,Social Sciences,Non-STEM,$60K-$100K,1,1,4.0,Graduated,2026,,6,3.47
S000321,A001128,Social Media,C01,2020,Physical Sciences & Math,STEM,$30K-$60K,1,0,2.87,Graduated,2024,,4,2.63
S000322,A001130,High School Counselor,C01,2020,Education,Non-STEM,$60K-$100K,0,1,2.85,Dropped Out,,2024,4,2.17
S000323,A001135,Advertising / Direct Mail,C01,2020,Business,Non-STEM,$30K-$60K,1,0,3.43,Graduated,2026,,6,2.96
S000324,A001136,Campus Visit / Open House,C01,2020,Biology & Life Sciences,STEM,$60K-$100K,1,0,2.91,Dropped Out,,2021,1,2.34
S000325,A001138,College Website,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,1,1,3.41,Graduated,2025,,5,2.95
S000326,A001140,Social Media,C01,2020,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.73,Dropped Out,,2022,2,3.14
S000327,A001144,Friends / Family / Alumni,C01,2020,Education,Non-STEM,Under $30K,0,0,3.44,Graduated,2024,,4,3.18
S000328,A001146,Campus Visit / Open House,C01,2020,Biology & Life Sciences,STEM,Under $30K,1,1,3.39,Dropped Out,,2022,2,2.28
S000329,A001149,High School Counselor,C01,2020,Psychology,Non-STEM,$100K-$150K,0,0,2.7,Graduated,2025,,5,3.22
S000330,A001151,Campus Visit / Open House,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.16,Graduated,2024,,4,3.07
S000331,A001152,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,Under $30K,1,0,3.37,Graduated,2024,,4,3.11
S000332,A001164,College Website,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.72,Graduated,2025,,5,3.21
S000333,A001166,Online Search / Rankings Sites,C01,2020,Biology & Life Sciences,STEM,$150K+,0,0,2.62,Dropped Out,,2024,4,2.86
S000334,A001169,College Fair,C01,2020,Computer Science,STEM,Under $30K,0,0,2.77,Graduated,2026,,6,2.81
S000335,A001178,Campus Visit / Open House,C01,2020,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.5,Graduated,2025,,5,2.55
S000336,A001179,Campus Visit / Open House,C01,2020,Physical Sciences & Math,STEM,$100K-$150K,0,0,2.99,Dropped Out,,2022,2,2.84
S000337,A001183,Campus Visit / Open House,C01,2020,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.49,Graduated,2025,,5,3.94
S000338,A001185,Friends / Family / Alumni,C01,2020,Psychology,Non-STEM,$150K+,0,0,3.24,Graduated,2025,,5,2.68
S000339,A001191,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.35,Graduated,2024,,4,2.3
S000340,A001195,Social Media,C01,2020,Business,Non-STEM,$60K-$100K,0,1,3.47,Graduated,2024,,4,3.08
S000341,A001198,College Fair,C01,2020,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.22,Graduated,2025,,5,2.57
S000342,A001202,Online Search / Rankings Sites,C01,2020,Nursing & Health Sciences,STEM,$100K-$150K,1,1,3.29,Dropped Out,,2023,3,1.94
S000343,A001203,Online Search / Rankings Sites,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.24,Dropped Out,,2021,1,2.28
S000344,A001214,Friends / Family / Alumni,C01,2020,Computer Science,STEM,$60K-$100K,1,0,3.52,Graduated,2024,,4,2.82
S000345,A001215,Campus Visit / Open House,C01,2020,Computer Science,STEM,$30K-$60K,0,1,3.57,Graduated,2026,,6,3.34
S000346,A001217,Campus Visit / Open House,C01,2020,Business,Non-STEM,$60K-$100K,1,0,4.0,Dropped Out,,2022,2,3.06
S000347,A001219,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,1,2.73,Dropped Out,,2021,1,1.73
S000348,A001221,College Fair,C01,2020,Physical Sciences & Math,STEM,$60K-$100K,0,1,3.7,Graduated,2025,,5,2.63
S000349,A001223,Campus Visit / Open House,C01,2020,Business,Non-STEM,Under $30K,0,0,2.62,Graduated,2024,,4,2.67
S000350,A001225,College Website,C01,2020,Psychology,Non-STEM,$150K+,0,1,2.97,Dropped Out,,2023,3,2.32
S000351,A001226,College Website,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.55,Graduated,2025,,5,2.84
S000352,A001229,Social Media,C01,2020,Psychology,Non-STEM,$150K+,0,0,3.68,Graduated,2024,,4,3.61
S000353,A001234,High School Counselor,C01,2020,Social Sciences,Non-STEM,$30K-$60K,0,0,3.05,Graduated,2024,,4,3.6
S000354,A001236,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.09,Dropped Out,,2021,1,2.24
S000355,A001244,Friends / Family / Alumni,C01,2020,Arts & Humanities,Non-STEM,$100K-$150K,0,1,4.0,Graduated,2025,,5,3.05
S000356,A001245,High School Counselor,C01,2020,Engineering,STEM,$30K-$60K,0,1,2.73,Dropped Out,,2022,2,2.53
S000357,A001247,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,$30K-$60K,0,0,3.31,Dropped Out,,2022,2,1.98
S000358,A001252,College Website,C01,2020,Computer Science,STEM,$30K-$60K,0,0,3.82,Graduated,2025,,5,2.71
S000359,A001253,Friends / Family / Alumni,C01,2020,Education,Non-STEM,$30K-$60K,1,0,4.0,Graduated,2024,,4,3.12
S000360,A001255,College Website,C01,2020,Social Sciences,Non-STEM,Under $30K,0,0,3.37,Graduated,2024,,4,3.34
S000361,A001256,Advertising / Direct Mail,C01,2020,Social Sciences,Non-STEM,$30K-$60K,1,0,3.01,Dropped Out,,2021,1,2.01
S000362,A001262,College Website,C01,2020,Education,Non-STEM,$30K-$60K,0,0,3.54,Graduated,2026,,6,2.97
S000363,A001264,Friends / Family / Alumni,C01,2020,Biology & Life Sciences,STEM,$60K-$100K,0,0,4.0,Graduated,2025,,5,2.6
S000364,A001268,Social Media,C01,2020,Education,Non-STEM,$30K-$60K,1,1,2.98,Dropped Out,,2021,1,1.92
S000365,A001272,High School Counselor,C01,2020,Social Sciences,Non-STEM,$60K-$100K,1,1,4.0,Graduated,2025,,5,3.09
S000366,A001273,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.2,Graduated,2024,,4,3.09
S000367,A001277,Online Search / Rankings Sites,C01,2020,Psychology,Non-STEM,Under $30K,1,0,3.54,Graduated,2024,,4,3.8
S000368,A001279,College Website,C01,2020,Computer Science,STEM,Under $30K,1,0,3.37,Dropped Out,,2021,1,2.58
S000369,A001282,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,$150K+,0,0,3.7,Graduated,2024,,4,3.7
S000370,A001284,Campus Visit / Open House,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.82,Dropped Out,,2023,3,1.32
S000371,A001285,College Fair,C01,2020,Computer Science,STEM,$150K+,0,0,3.45,Graduated,2026,,6,3.18
S000372,A001287,Social Media,C01,2020,Business,Non-STEM,$100K-$150K,0,0,3.13,Graduated,2026,,6,2.89
S000373,A001290,Social Media,C01,2020,Engineering,STEM,Under $30K,1,0,3.96,Dropped Out,,2022,2,1.75
S000374,A001292,College Website,C01,2020,Arts & Humanities,Non-STEM,$60K-$100K,0,1,2.88,Dropped Out,,2022,2,2.46
S000375,A001294,Social Media,C01,2020,Arts & Humanities,Non-STEM,Under $30K,1,1,3.26,Graduated,2024,,4,3.32
S000376,A001297,High School Counselor,C01,2021,Social Sciences,Non-STEM,$150K+,0,1,3.87,Graduated,2025,,4,3.71
S000377,A001300,Campus Visit / Open House,C01,2021,Computer Science,STEM,$60K-$100K,1,0,2.8,Dropped Out,,2023,2,1.88
S000378,A001303,Campus Visit / Open House,C01,2021,Computer Science,STEM,$150K+,0,0,3.0,Graduated,2026,,5,2.73
S000379,A001309,High School Counselor,C01,2021,Business,Non-STEM,$60K-$100K,1,0,2.91,Dropped Out,,2023,2,1.5
S000380,A001316,Campus Visit / Open House,C01,2021,Social Sciences,Non-STEM,Under $30K,1,1,3.7,Graduated,2025,,4,2.6
S000381,A001317,Online Search / Rankings Sites,C01,2021,Arts & Humanities,Non-STEM,Under $30K,0,0,3.7,Graduated,2025,,4,3.32
S000382,A001321,Campus Visit / Open House,C01,2021,Arts & Humanities,Non-STEM,$100K-$150K,0,0,2.78,Graduated,2026,,5,2.94
S000383,A001332,College Website,C01,2021,Biology & Life Sciences,STEM,Under $30K,1,1,3.36,Graduated,2026,,5,3.26
S000384,A001341,College Website,C01,2021,Nursing & Health Sciences,STEM,$150K+,0,1,3.62,Graduated,2025,,4,3.0
S000385,A001342,College Fair,C01,2021,Arts & Humanities,Non-STEM,$150K+,0,1,3.72,Graduated,2026,,5,2.6
S000386,A001344,Online Search / Rankings Sites,C01,2021,Nursing & Health Sciences,STEM,Under $30K,1,1,3.44,Dropped Out,,2025,4,3.56
S000387,A001348,College Fair,C01,2021,Biology & Life Sciences,STEM,Under $30K,0,1,3.13,Graduated,2025,,4,2.89
S000388,A001352,Advertising / Direct Mail,C01,2021,Arts & Humanities,Non-STEM,Under $30K,0,1,3.05,Graduated,2025,,4,3.11
S000389,A001357,Online Search / Rankings Sites,C01,2021,Business,Non-STEM,$100K-$150K,1,0,2.95,Dropped Out,,2024,3,1.84
S000390,A001362,College Website,C01,2021,Engineering,STEM,$100K-$150K,0,1,3.03,Graduated,2026,,5,2.99
S000391,A001363,College Website,C01,2021,Education,Non-STEM,Under $30K,1,0,3.02,Graduated,2026,,5,2.98
S000392,A001365,Campus Visit / Open House,C01,2021,Social Sciences,Non-STEM,$60K-$100K,0,0,3.14,Dropped Out,,2024,3,1.69
S000393,A001366,College Website,C01,2021,Business,Non-STEM,$150K+,0,0,3.07,Dropped Out,,2023,2,1.4
S000394,A001367,Campus Visit / Open House,C01,2021,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.25,Graduated,2026,,5,2.74
