student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,annual_tuition_usd,scholarship_type,annual_scholarship_usd,annual_grant_usd,annual_loan_usd,annual_net_cost_usd,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S000166,A000595,Friends / Family / Alumni,C01,2019,Biology & Life Sciences,STEM,$60K-$100K,1,0,3.92,19900,None,0,0,0,19900,Dropped Out,,2020,1,2.51
S000167,A000602,Social Media,C01,2019,Computer Science,STEM,$100K-$150K,0,1,3.43,19470,None,0,0,6900,19470,Graduated,2024,,5,2.9
S000168,A000608,College Website,C01,2019,Business,Non-STEM,Under $30K,1,0,3.68,20480,Need-Based,13200,0,2900,7280,Graduated,2023,,4,3.29
S000169,A000612,College Website,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,1,3.12,19950,None,0,0,11200,19950,Graduated,2023,,4,2.72
S000170,A000614,College Website,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,1,3.13,19740,None,0,0,0,19740,Graduated,2023,,4,3.79
S000171,A000617,Social Media,C01,2019,Nursing & Health Sciences,STEM,Under $30K,0,0,3.03,19510,None,0,0,0,19510,Graduated,2023,,4,3.24
S000172,A000618,High School Counselor,C01,2019,Computer Science,STEM,$60K-$100K,0,1,2.83,19480,None,0,0,13300,19480,Dropped Out,,2021,2,2.17
S000173,A000624,Friends / Family / Alumni,C01,2019,Computer Science,STEM,$30K-$60K,0,0,3.71,19550,None,0,0,12100,19550,Graduated,2024,,5,2.96
S000174,A000625,High School Counselor,C01,2019,Social Sciences,Non-STEM,$30K-$60K,0,0,3.19,20270,None,0,0,9300,20270,Graduated,2023,,4,2.8
S000175,A000627,College Website,C01,2019,Social Sciences,Non-STEM,$60K-$100K,1,0,3.05,20000,Need-Based,9400,0,6100,10600,Graduated,2023,,4,3.47
S000176,A000630,Advertising / Direct Mail,C01,2019,Physical Sciences & Math,STEM,$150K+,0,1,3.71,19460,Merit,8400,0,5200,11060,Graduated,2023,,4,3.55
S000177,A000631,Campus Visit / Open House,C01,2019,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.47,19610,None,0,3473,7300,16137,Graduated,2023,,4,2.91
S000178,A000632,College Fair,C01,2019,Business,Non-STEM,$30K-$60K,0,0,3.02,20450,None,0,4588,0,15862,Graduated,2023,,4,2.53
S000179,A000635,High School Counselor,C01,2019,Business,Non-STEM,$30K-$60K,0,0,3.59,20380,Need-Based,14050,6330,0,0,Graduated,2023,,4,2.93
S000180,A000645,Campus Visit / Open House,C01,2019,Social Sciences,Non-STEM,$60K-$100K,0,1,3.59,20470,None,0,0,0,20470,Graduated,2023,,4,2.98
S000181,A000648,Campus Visit / Open House,C01,2019,Education,Non-STEM,$100K-$150K,0,0,3.13,20130,None,0,0,6500,20130,Dropped Out,,2021,2,2.5
S000182,A000655,Social Media,C01,2019,Psychology,Non-STEM,$60K-$100K,0,1,3.43,19950,None,0,0,13300,19950,Graduated,2024,,5,3.3
S000183,A000667,Friends / Family / Alumni,C01,2019,Computer Science,STEM,$100K-$150K,1,0,3.23,20340,Need-Based,13000,0,0,7340,Dropped Out,,2022,3,2.72
S000184,A000668,Friends / Family / Alumni,C01,2019,Education,Non-STEM,$30K-$60K,0,0,3.23,20050,None,0,5129,0,14921,Graduated,2024,,5,3.23
S000185,A000669,Online Search / Rankings Sites,C01,2019,Arts & Humanities,Non-STEM,$30K-$60K,0,0,3.41,20130,None,0,0,10900,20130,Dropped Out,,2021,2,2.26
S000186,A000672,College Website,C01,2019,Social Sciences,Non-STEM,Under $30K,1,1,3.26,20050,Merit,5250,6503,5700,8297,Dropped Out,,2022,3,2.42
S000187,A000673,Social Media,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,0,3.19,19920,None,0,0,11600,19920,Graduated,2023,,4,2.99
S000188,A000679,Social Media,C01,2019,Business,Non-STEM,$150K+,0,1,3.14,19920,None,0,0,9200,19920,Dropped Out,,2021,2,2.22
S000189,A000681,College Fair,C01,2019,Computer Science,STEM,$150K+,0,1,2.96,19810,Merit,6500,0,0,13310,Graduated,2024,,5,2.85
S000190,A000685,High School Counselor,C01,2019,Engineering,STEM,$60K-$100K,1,0,2.97,19460,Departmental,4350,0,0,15110,Graduated,2023,,4,3.34
S000191,A000691,Social Media,C01,2019,Social Sciences,Non-STEM,$100K-$150K,0,1,4.0,19390,Merit,7150,0,0,12240,Graduated,2023,,4,3.92
S000192,A000694,College Website,C01,2019,Education,Non-STEM,$100K-$150K,0,0,3.52,19590,None,0,0,11900,19590,Dropped Out,,2021,2,2.64
S000193,A000700,Campus Visit / Open House,C01,2019,Biology & Life Sciences,STEM,$30K-$60K,1,0,2.22,20120,None,0,0,0,20120,Dropped Out,,2020,1,2.13
S000194,A000705,Friends / Family / Alumni,C01,2019,Nursing & Health Sciences,STEM,$100K-$150K,1,1,3.43,20190,None,0,0,13700,20190,Dropped Out,,2023,4,2.22
S000195,A000716,Campus Visit / Open House,C01,2019,Business,Non-STEM,$30K-$60K,1,1,3.21,19930,None,0,0,10700,19930,Dropped Out,,2021,2,2.05
S000196,A000719,High School Counselor,C01,2019,Education,Non-STEM,$30K-$60K,1,1,2.98,20440,Need-Based,11000,0,3300,9440,Graduated,2023,,4,2.56
S000197,A000727,College Website,C01,2019,Social Sciences,Non-STEM,$60K-$100K,0,0,3.53,19450,None,0,0,0,19450,Dropped Out,,2022,3,2.1
S000198,A000729,Friends / Family / Alumni,C01,2019,Physical Sciences & Math,STEM,$60K-$100K,0,0,3.7,20300,None,0,0,0,20300,Graduated,2023,,4,3.41
S000199,A000739,Campus Visit / Open House,C01,2019,Computer Science,STEM,$100K-$150K,0,0,2.82,19770,Departmental,1650,0,6600,18120,Graduated,2023,,4,3.01
S000200,A000740,Online Search / Rankings Sites,C01,2019,Computer Science,STEM,$60K-$100K,0,1,3.43,20300,None,0,0,0,20300,Graduated,2025,,6,3.21
S000201,A000741,College Website,C01,2019,Business,Non-STEM,$150K+,0,0,2.63,19530,None,0,0,0,19530,Dropped Out,,2022,3,2.0
S000202,A000744,Friends / Family / Alumni,C01,2019,Social Sciences,Non-STEM,$100K-$150K,0,1,3.64,20430,None,0,0,13200,20430,Dropped Out,,2021,2,2.83
S000203,A000746,Friends / Family / Alumni,C01,2019,Arts & Humanities,Non-STEM,Under $30K,1,0,3.42,19770,Departmental,4100,6339,0,9331,Dropped Out,,2023,4,3.44
S000204,A000753,Online Search / Rankings Sites,C01,2019,Physical Sciences & Math,STEM,$100K-$150K,0,0,2.11,19730,None,0,0,0,19730,Dropped Out,,2021,2,0.98
S000205,A000758,Friends / Family / Alumni,C01,2019,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.14,20210,None,0,0,7800,20210,Dropped Out,,2020,1,2.7
S000206,A000766,Campus Visit / Open House,C01,2019,Business,Non-STEM,Under $30K,0,0,3.33,19640,Merit,8900,2367,0,8373,Graduated,2023,,4,2.68
S000207,A000767,Social Media,C01,2019,Computer Science,STEM,Under $30K,0,0,3.67,19610,Departmental,2000,4724,5700,12886,Graduated,2024,,5,2.47
S000208,A000768,Social Media,C01,2019,Social Sciences,Non-STEM,$100K-$150K,0,0,2.91,19670,Departmental,2450,0,0,17220,Dropped Out,,2022,3,2.02
S000209,A000772,Friends / Family / Alumni,C01,2019,Education,Non-STEM,Under $30K,1,0,3.34,19400,Need-Based,5450,5068,0,8882,Graduated,2023,,4,2.97
S000210,A000788,Campus Visit / Open House,C01,2019,Psychology,Non-STEM,$60K-$100K,1,0,3.87,19930,None,0,0,7700,19930,Graduated,2023,,4,3.31
S000211,A000796,Campus Visit / Open House,C01,2019,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.71,20400,None,0,0,12700,20400,Graduated,2023,,4,2.66
S000212,A000801,Campus Visit / Open House,C01,2019,Nursing & Health Sciences,STEM,$30K-$60K,1,0,2.99,20010,None,0,0,0,20010,Graduated,2024,,5,2.64
S000213,A000803,Friends / Family / Alumni,C01,2019,Business,Non-STEM,Under $30K,0,0,3.31,19660,Need-Based,4150,0,0,15510,Graduated,2024,,5,3.34
S000214,A000804,High School Counselor,C01,2019,Business,Non-STEM,$60K-$100K,0,0,2.51,20490,None,0,0,0,20490,Graduated,2023,,4,2.71
S000215,A000808,Campus Visit / Open House,C01,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.42,19740,Merit,5650,0,5700,14090,Graduated,2023,,4,2.9
S000216,A000809,Campus Visit / Open House,C01,2019,Psychology,Non-STEM,$30K-$60K,0,0,2.77,20170,Need-Based,9550,6729,0,3891,Graduated,2025,,6,2.47
S000217,A000810,College Website,C01,2019,Nursing & Health Sciences,STEM,Under $30K,1,1,2.75,19810,None,0,0,0,19810,Graduated,2024,,5,2.65
S000218,A000812,Campus Visit / Open House,C01,2019,Engineering,STEM,$100K-$150K,0,0,2.72,19730,None,0,0,0,19730,Graduated,2024,,5,2.65
S000219,A000814,College Website,C01,2019,Biology & Life Sciences,STEM,$150K+,0,1,3.51,20020,None,0,0,0,20020,Graduated,2023,,4,2.67
S000220,A000815,College Website,C01,2019,Psychology,Non-STEM,$100K-$150K,1,0,2.32,19700,None,0,0,12400,19700,Dropped Out,,2020,1,2.61
S000221,A000817,College Website,C01,2019,Business,Non-STEM,$100K-$150K,0,1,2.62,19610,None,0,0,12300,19610,Graduated,2024,,5,2.64
S000222,A000818,Friends / Family / Alumni,C01,2019,Education,Non-STEM,$60K-$100K,0,0,3.11,20280,None,0,0,10100,20280,Dropped Out,,2022,3,2.45
S000223,A000822,College Website,C01,2019,Engineering,STEM,$30K-$60K,0,1,3.76,20400,Merit,6800,0,8300,13600,Graduated,2023,,4,3.39
S000224,A000831,College Website,C01,2019,Arts & Humanities,Non-STEM,Under $30K,0,0,3.13,20210,None,0,3432,0,16778,Graduated,2023,,4,2.75
S000225,A000833,College Website,C01,2019,Engineering,STEM,Under $30K,1,0,3.62,20250,None,0,0,12400,20250,Graduated,2023,,4,3.32
S000226,A000835,Friends / Family / Alumni,C01,2019,Business,Non-STEM,Under $30K,1,0,3.91,20000,Merit,10650,2282,0,7068,Dropped Out,,2020,1,2.5
S000227,A000837,Friends / Family / Alumni,C01,2019,Computer Science,STEM,$150K+,0,0,3.44,20010,None,0,0,7500,20010,Graduated,2024,,5,3.04
S000228,A000839,College Website,C01,2019,Psychology,Non-STEM,$100K-$150K,0,1,3.38,20170,Merit,6750,0,0,13420,Dropped Out,,2020,1,2.84
S000229,A000842,Campus Visit / Open House,C01,2019,Education,Non-STEM,Under $30K,1,0,3.27,20190,None,0,4340,5000,15850,Dropped Out,,2020,1,2.61
S000230,A000848,Online Search / Rankings Sites,C01,2019,Social Sciences,Non-STEM,$30K-$60K,1,0,2.93,20220,None,0,0,9600,20220,Dropped Out,,2020,1,1.33
S000231,A000849,Campus Visit / Open House,C01,2019,Computer Science,STEM,$100K-$150K,1,0,3.05,19560,None,0,0,8200,19560,Dropped Out,,2022,3,1.67
S000232,A000853,Friends / Family / Alumni,C01,2019,Social Sciences,Non-STEM,$30K-$60K,1,1,3.42,19950,Need-Based,7100,6827,0,6023,Dropped Out,,2020,1,2.42
S000233,A000860,Advertising / Direct Mail,C01,2019,Arts & Humanities,Non-STEM,$30K-$60K,1,1,3.27,20270,Need-Based,5750,5478,0,9042,Graduated,2023,,4,3.13
S000234,A000861,Friends / Family / Alumni,C01,2019,Education,Non-STEM,$60K-$100K,0,0,3.02,20440,None,0,0,9500,20440,Graduated,2025,,6,2.54
S000235,A000862,Friends / Family / Alumni,C01,2019,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.5,19540,None,0,0,0,19540,Graduated,2025,,6,2.88
S000236,A000864,Friends / Family / Alumni,C01,2019,Psychology,Non-STEM,$150K+,0,0,3.69,19960,None,0,0,0,19960,Graduated,2023,,4,3.29
S000237,A000867,High School Counselor,C01,2019,Engineering,STEM,Under $30K,0,0,3.41,19380,None,0,0,0,19380,Graduated,2023,,4,2.8
S000238,A000869,High School Counselor,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,0,3.1,20000,None,0,0,13400,20000,Graduated,2024,,5,2.34
S000239,A000871,Campus Visit / Open House,C01,2019,Arts & Humanities,Non-STEM,$60K-$100K,0,1,2.28,20520,None,0,0,14000,20520,Graduated,2025,,6,2.75
S000240,A000873,College Website,C01,2019,Education,Non-STEM,$100K-$150K,0,0,2.9,20130,Athletic,9650,0,0,10480,Graduated,2024,,5,2.97
S000241,A000878,College Website,C01,2019,Arts & Humanities,Non-STEM,$30K-$60K,0,1,2.92,19580,Merit,8300,0,7400,11280,Graduated,2023,,4,3.37
S000242,A000879,Campus Visit / Open House,C01,2019,Education,Non-STEM,$100K-$150K,0,0,2.88,19720,None,0,0,0,19720,Dropped Out,,2020,1,2.25
S000243,A000881,College Website,C01,2019,Nursing & Health Sciences,STEM,$150K+,0,0,3.08,20300,Need-Based,10650,0,4700,9650,Graduated,2023,,4,2.69
S000244,A000883,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,Under $30K,1,0,3.14,20670,None,0,0,12300,20670,Dropped Out,,2022,2,2.3
S000245,A000884,Advertising / Direct Mail,C01,2020,Social Sciences,Non-STEM,$60K-$100K,0,0,2.85,20360,None,0,0,0,20360,Dropped Out,,2021,1,2.06
S000246,A000885,Campus Visit / Open House,C01,2020,Engineering,STEM,$60K-$100K,0,1,2.82,20240,None,0,0,0,20240,Graduated,2025,,5,3.05
S000247,A000888,Advertising / Direct Mail,C01,2020,Psychology,Non-STEM,Under $30K,1,0,3.16,20740,None,0,0,9600,20740,Dropped Out,,2024,4,2.5
S000248,A000892,College Website,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,0,2.85,20280,None,0,0,0,20280,Dropped Out,,2021,1,2.15
S000249,A000896,Social Media,C01,2020,Social Sciences,Non-STEM,$60K-$100K,0,0,3.27,20990,None,0,0,14700,20990,Dropped Out,,2021,1,2.03
S000250,A000898,College Website,C01,2020,Computer Science,STEM,Under $30K,1,0,3.57,21170,None,0,4355,10000,16815,Dropped Out,,2021,1,1.72
S000251,A000900,College Website,C01,2020,Engineering,STEM,$30K-$60K,1,1,3.93,20490,Merit,11000,5372,0,4118,Graduated,2024,,4,3.1
S000252,A000905,Social Media,C01,2020,Physical Sciences & Math,STEM,$100K-$150K,0,1,3.89,21150,Need-Based,8050,0,5600,13100,Graduated,2025,,5,2.76
S000253,A000907,Campus Visit / Open House,C01,2020,Social Sciences,Non-STEM,$100K-$150K,0,1,3.51,20600,Need-Based,6550,0,7400,14050,Dropped Out,,2022,2,3.07
S000254,A000912,High School Counselor,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,0,2.39,20210,None,0,0,8400,20210,Dropped Out,,2021,1,1.88
S000255,A000913,Advertising / Direct Mail,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.5,19980,None,0,0,10700,19980,Graduated,2024,,4,3.24
S000256,A000920,Social Media,C01,2020,Engineering,STEM,$60K-$100K,1,1,3.25,20840,None,0,0,0,20840,Graduated,2024,,4,3.27
S000257,A000922,College Website,C01,2020,Social Sciences,Non-STEM,$30K-$60K,0,1,3.35,20610,None,0,0,0,20610,Dropped Out,,2023,3,2.34
S000258,A000924,High School Counselor,C01,2020,Social Sciences,Non-STEM,Under $30K,1,0,3.42,20540,None,0,3180,0,17360,Dropped Out,,2021,1,1.78
S000259,A000925,College Fair,C01,2020,Arts & Humanities,Non-STEM,$100K-$150K,1,0,2.92,21130,None,0,0,12500,21130,Dropped Out,,2022,2,1.63
S000260,A000930,Friends / Family / Alumni,C01,2020,Social Sciences,Non-STEM,$150K+,0,1,3.5,20710,None,0,0,7200,20710,Dropped Out,,2022,2,2.84
S000261,A000931,Campus Visit / Open House,C01,2020,Computer Science,STEM,$100K-$150K,0,0,3.89,19990,None,0,0,7600,19990,Graduated,2025,,5,2.9
S000262,A000932,High School Counselor,C01,2020,Business,Non-STEM,Under $30K,1,0,3.41,20830,None,0,0,0,20830,Dropped Out,,2021,1,2.57
S000263,A000936,Friends / Family / Alumni,C01,2020,Engineering,STEM,$150K+,0,0,3.15,20910,None,0,0,0,20910,Dropped Out,,2022,2,1.34
S000264,A000944,High School Counselor,C01,2020,Psychology,Non-STEM,$30K-$60K,0,0,3.24,20430,None,0,2935,0,17495,Graduated,2024,,4,3.27
S000265,A000945,College Website,C01,2020,Business,Non-STEM,$60K-$100K,1,0,3.42,20530,None,0,0,13900,20530,Graduated,2024,,4,3.36
S000266,A000955,Social Media,C01,2020,Social Sciences,Non-STEM,Under $30K,0,0,3.79,20940,None,0,3588,0,17352,Graduated,2024,,4,3.38
S000267,A000957,College Website,C01,2020,Engineering,STEM,Under $30K,0,1,3.11,21070,None,0,3361,0,17709,Dropped Out,,2024,4,2.85
S000268,A000961,High School Counselor,C01,2020,Engineering,STEM,$30K-$60K,0,0,2.98,19990,None,0,0,13900,19990,Dropped Out,,2021,1,1.5
S000269,A000964,College Website,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,2.95,20290,None,0,0,14200,20290,Dropped Out,,2022,2,2.45
S000270,A000968,Advertising / Direct Mail,C01,2020,Arts & Humanities,Non-STEM,$150K+,0,1,3.37,20830,None,0,0,9500,20830,Graduated,2025,,5,2.89
S000271,A000972,High School Counselor,C01,2020,Social Sciences,Non-STEM,Under $30K,0,1,3.25,20870,None,0,6211,6900,14659,Graduated,2024,,4,2.34
S000272,A000974,High School Counselor,C01,2020,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.48,20440,None,0,0,8500,20440,Dropped Out,,2021,1,3.16
S000273,A000976,College Website,C01,2020,Social Sciences,Non-STEM,Under $30K,0,0,3.32,20670,Merit,7000,6137,2400,7533,Graduated,2024,,4,2.89
S000274,A000981,Campus Visit / Open House,C01,2020,Computer Science,STEM,$100K-$150K,0,1,3.74,19980,Merit,9650,0,5900,10330,Graduated,2024,,4,3.04
S000275,A000982,Online Search / Rankings Sites,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,1,0,3.26,21070,None,0,0,11200,21070,Graduated,2025,,5,2.67
S000276,A000986,High School Counselor,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.85,20030,Merit,5900,0,4500,14130,Graduated,2024,,4,2.5
S000277,A000988,Campus Visit / Open House,C01,2020,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.86,20470,Merit,4650,0,7500,15820,Graduated,2024,,4,2.98
S000278,A000997,High School Counselor,C01,2020,Physical Sciences & Math,STEM,Under $30K,0,1,2.89,21080,None,0,0,10000,21080,Dropped Out,,2021,1,1.94
S000279,A001006,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,Under $30K,1,1,3.69,20730,Merit,3650,0,0,17080,Dropped Out,,2021,1,3.03
S000280,A001012,College Website,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.06,20550,Merit,7900,0,8100,12650,Graduated,2025,,5,2.63
S000281,A001014,College Website,C01,2020,Arts & Humanities,Non-STEM,Under $30K,0,1,2.66,21100,None,0,0,0,21100,Dropped Out,,2023,3,1.72
S000282,A001015,College Website,C01,2020,Arts & Humanities,Non-STEM,$30K-$60K,0,0,2.98,20930,None,0,4235,11400,16695,Dropped Out,,2021,1,2.17
S000283,A001023,College Website,C01,2020,Engineering,STEM,$30K-$60K,1,1,3.27,21170,Merit,10450,6455,2400,4265,Graduated,2024,,4,2.42
S000284,A001025,College Website,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.72,20740,None,0,0,0,20740,Graduated,2024,,4,2.37
S000285,A001026,Social Media,C01,2020,Engineering,STEM,$100K-$150K,1,1,3.6,20810,None,0,0,0,20810,Graduated,2024,,4,4.0
S000286,A001033,Online Search / Rankings Sites,C01,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.1,20860,None,0,0,14100,20860,Dropped Out,,2021,1,1.84
S000287,A001037,Friends / Family / Alumni,C01,2020,Nursing & Health Sciences,STEM,$100K-$150K,1,0,3.31,20030,None,0,0,10400,20030,Graduated,2024,,4,2.66
S000288,A001038,Social Media,C01,2020,Business,Non-STEM,$30K-$60K,0,1,3.45,20400,Merit,4700,0,0,15700,Dropped Out,,2022,2,2.89
S000289,A001040,College Website,C01,2020,Engineering,STEM,Under $30K,0,0,2.74,20390,None,0,6618,5400,13772,Dropped Out,,2021,1,1.78
S000290,A001043,College Website,C01,2020,Physical Sciences & Math,STEM,$30K-$60K,0,0,3.67,20100,None,0,4737,0,15363,Graduated,2024,,4,3.46
S000291,A001044,College Website,C01,2020,Computer Science,STEM,$100K-$150K,0,0,3.94,20590,Need-Based,5600,0,0,14990,Graduated,2025,,5,2.87
S000292,A001048,College Website,C01,2020,Engineering,STEM,Under $30K,0,1,3.31,19960,Need-Based,9000,0,4300,10960,Dropped Out,,2022,2,2.89
S000293,A001049,High School Counselor,C01,2020,Biology & Life Sciences,STEM,Under $30K,0,0,3.37,20620,Merit,10350,0,6700,10270,Dropped Out,,2021,1,2.81
S000294,A001050,Campus Visit / Open House,C01,2020,Education,Non-STEM,Under $30K,1,1,4.0,20990,Need-Based,7900,0,0,13090,Graduated,2025,,5,3.23
S000295,A001052,Online Search / Rankings Sites,C01,2020,Education,Non-STEM,$60K-$100K,0,0,3.25,20220,None,0,0,0,20220,Graduated,2025,,5,3.29
S000296,A001057,Campus Visit / Open House,C01,2020,Education,Non-STEM,$150K+,0,1,3.5,20350,None,0,0,0,20350,Graduated,2025,,5,3.65
S000297,A001058,College Website,C01,2020,Education,Non-STEM,Under $30K,0,0,3.2,20700,None,0,5869,0,14831,Dropped Out,,2024,4,2.57
S000298,A001059,College Website,C01,2020,Business,Non-STEM,$100K-$150K,0,0,2.82,20370,None,0,0,0,20370,Dropped Out,,2023,3,2.06
S000299,A001064,High School Counselor,C01,2020,Business,Non-STEM,$100K-$150K,1,0,3.31,20930,None,0,0,0,20930,Graduated,2024,,4,3.11
S000300,A001065,College Website,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.7,20130,None,0,0,7300,20130,Graduated,2024,,4,3.21
S000301,A001066,College Website,C01,2020,Education,Non-STEM,$30K-$60K,0,0,2.93,20100,None,0,5910,6500,14190,Graduated,2024,,4,2.33
S000302,A001067,College Website,C01,2020,Biology & Life Sciences,STEM,Under $30K,1,0,3.16,20070,None,0,0,6700,20070,Graduated,2024,,4,2.43
S000303,A001073,Friends / Family / Alumni,C01,2020,Engineering,STEM,$100K-$150K,0,0,3.21,21010,None,0,0,10800,21010,Dropped Out,,2022,2,2.06
S000304,A001079,College Website,C01,2020,Biology & Life Sciences,STEM,Under $30K,0,0,3.38,20220,None,0,6766,0,13454,Graduated,2024,,4,2.48
S000305,A001080,Campus Visit / Open House,C01,2020,Business,Non-STEM,Under $30K,0,0,3.89,20800,None,0,5908,0,14892,Dropped Out,,2022,2,3.03
S000306,A001082,Campus Visit / Open House,C01,2020,Psychology,Non-STEM,Under $30K,0,0,3.21,20940,None,0,5440,6300,15500,Graduated,2024,,4,2.56
S000307,A001083,High School Counselor,C01,2020,Biology & Life Sciences,STEM,$100K-$150K,0,1,2.77,20160,None,0,0,9900,20160,Dropped Out,,2021,1,2.74
S000308,A001084,Friends / Family / Alumni,C01,2020,Engineering,STEM,$60K-$100K,0,0,3.16,21180,None,0,0,7400,21180,Graduated,2024,,4,3.45
S000309,A001089,High School Counselor,C01,2020,Biology & Life Sciences,STEM,Under $30K,0,0,2.58,20090,None,0,0,6100,20090,Graduated,2025,,5,3.29
S000310,A001091,Campus Visit / Open House,C01,2020,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.64,20490,Departmental,2400,0,0,18090,Graduated,2024,,4,2.94
S000311,A001095,Social Media,C01,2020,Psychology,Non-STEM,$30K-$60K,0,0,3.12,20180,Need-Based,7350,5252,3400,7578,Graduated,2025,,5,2.84
S000312,A001098,College Website,C01,2020,Physical Sciences & Math,STEM,$150K+,0,1,3.47,20310,Departmental,4800,0,0,15510,Graduated,2024,,4,3.28
S000313,A001099,Friends / Family / Alumni,C01,2020,Arts & Humanities,Non-STEM,Under $30K,0,0,3.24,20190,Need-Based,12750,5400,600,2040,Graduated,2026,,6,2.96
S000314,A001101,College Website,C01,2020,Physical Sciences & Math,STEM,$60K-$100K,0,0,2.79,20250,None,0,0,9900,20250,Graduated,2025,,5,3.06
S000315,A001102,Online Search / Rankings Sites,C01,2020,Engineering,STEM,$150K+,0,1,3.77,20710,None,0,0,12900,20710,Graduated,2024,,4,3.7
S000316,A001107,Online Search / Rankings Sites,C01,2020,Psychology,Non-STEM,$150K+,0,0,3.27,20990,None,0,0,0,20990,Graduated,2024,,4,3.34
S000317,A001110,Online Search / Rankings Sites,C01,2020,Engineering,STEM,$100K-$150K,0,0,2.96,21140,Merit,10050,0,4300,11090,Graduated,2024,,4,3.43
